Model_Region_ID_PK,Region_Name,Region_Code,State_ID_FK,City_or_Village_Name,District_Name,State_Name,Model_Zone_Name
573,Mumbai Western Suburbs-Andheri West,MH-02,21,MUMBAI,MUMBAI,MAHARASHTRA,A
572,Mumbai Eastern Suburbs-Wadala-Worli,MH-03,21,MUMBAI,MUMBAI,MAHARASHTRA,A
591,Thane,MH-04,21,THANE,THANE,MAHARASHTRA,B
561,Dombivli,MH-05,21,GREATER MUMBAI,MUMBAI (SUBURBAN),MAHARASHTRA,B
567,Kalyan,MH-05,21,KALYAN-DOMBIVLI,THANE,MAHARASHTRA,B
592,Ulhasnagar,MH-05,21,ULHASNAGAR,THANE,MAHARASHTRA,B
582,Pen,MH-06,21,PEN,RAIGARH,MAHARASHTRA,B
588,Sindhudurg,MH-07,21,KUDAL,SINDHUDURG,MAHARASHTRA,B
585,Ratnagiri,MH-08,21,RATNAGIRI,RATNAGIRI,MAHARASHTRA,B
568,Kolhapur,MH-09,21,KOLHAPUR,KOLHAPUR,MAHARASHTRA,B
586,Sangli,MH-10,21,MADHAVNAGAR,SANGLI,MAHARASHTRA,B
587,Satara,MH-11,21,SATARA,SATARA,MAHARASHTRA,B
584,Pune,MH-12,21,PUNE,PUNE,MAHARASHTRA,A
589,Solapur,MH-13,21,SOLAPUR,SOLAPUR,MAHARASHTRA,B
583,Pimpri-Chinchwad,MH-14,21,PIMPARI,PUNE,MAHARASHTRA,B
577,Nashik,MH-15,21,NASHIK,NASHIK,MAHARASHTRA,B
550,Ahmednagar,MH-16,21,AHMADNAGAR,AHMEDNAGAR,MAHARASHTRA,B
590,Shrirampur,MH-17,21,SHRIRAMPUR,SHRIRAMPUR,MAHARASHTRA,B
560,Dhule,MH-18,21,DHULE,DHULE,MAHARASHTRA,B
565,Jalgaon,MH-19,21,JALGAON,JALGAON,MAHARASHTRA,B
554,Aurangabad,MH-20,21,AURANGABAD,AURANGABAD,MAHARASHTRA,B
566,Jalna,MH-21,21,JALNA,JALNA,MAHARASHTRA,B
580,Parbhani,MH-22,21,PARBHANI,PARBHANI,MAHARASHTRA,B
556,Beed,MH-23,21,BEED-SANGVI,BEED,MAHARASHTRA,B
569,Latur,MH-24,21,LATUR,LATUR,MAHARASHTRA,B
579,Osmanabad,MH-25,21,OSMANABAD,OSMANABAD,MAHARASHTRA,B
575,Nanded,MH-26,21,NANDED-WAGHALA,NANDED,MAHARASHTRA,B
553,Amravati,MH-27,21,AMRAVATI,AMRAVATI,MAHARASHTRA,B
558,Buldana,MH-28,21,BULDANA,BULDHANA,MAHARASHTRA,B
596,Yavatmal,MH-29,21,YAVATMAL,YAVATMAL,MAHARASHTRA,B
552,Akola,MH-30,21,AKOLA,AKOLA,MAHARASHTRA,B
574,Nagpur,MH-31,21,NAGPUR,NAGPUR,MAHARASHTRA,B
594,Wardha,MH-32,21,WARDHA,WARDHA,MAHARASHTRA,B
562,Gadchiroli,MH-33,21,GADCHIROLI,GADCHIROLI,MAHARASHTRA,B
559,Chandrapur,MH-34,21,CHANDRAPUR,CHANDRAPUR,MAHARASHTRA,B
563,Gondia,MH-35,21,GONDIYA,GONDIA,MAHARASHTRA,B
557,Bhandara,MH-36,21,BHANDARA,BHANDARA,MAHARASHTRA,B
595,Washim,MH-37,21,WASHIM,WASHIM,MAHARASHTRA,B
564,Hingoli,MH-38,21,HINGOLI,HINGOLI,MAHARASHTRA,B
576,Nandurbar,MH-39,21,NANDURBAR,NANDURBAR,MAHARASHTRA,B
593,Wadi,MH-40,21,WADI,NAGPUR,MAHARASHTRA,B
570,Malegaon,MH-41,21,MALEGAON,NASHIK,MAHARASHTRA,B
555,Baramati,MH-42,21,BARAMATI,PUNE,MAHARASHTRA,B
578,Navi Mumbai,MH-43,21,GREATER MUMBAI,MUMBAI (SUBURBAN),MAHARASHTRA,B
581,Ambajogai,MH-44,21,AMBAJOGAI,BEED,MAHARASHTRA,B
1623,Ambejogai,MH-44,21,AMBEJOGAI,BEED,MAHARASHTRA,B
551,Akluj,MH-45,21,AKLUJ,SOLAPUR,MAHARASHTRA,B
1040,Panvel,MH-46,21,PANVEL,RAIGARH,MAHARASHTRA,B
1422,Mumbai North,MH-47,21,MUMBAI,MUMBAI,MAHARASHTRA,A
1024,Vasai,MH-48,21,VASAI,THANE,MAHARASHTRA,B
1273,Nagpur East,MH-49,21,NAGPUR,NAGPUR,MAHARASHTRA,B
1159,Karad,MH-50,21,KARAD,SATARA,MAHARASHTRA,B
1423,Sangamner,MH-51,21,SANGAMNER,AHMEDNAGAR,MAHARASHTRA,B
598,Imphal,MN-01,22,IMPHAL WEST,IMPHAL WEST,MANIPUR,B
597,Churachandpur,MN-02,22,CHURACHANDPUR,CHURACHANDPUR,MANIPUR,B
599,Kangpokpi,MN-03,22,KANGPOKPI,SENAPATI,MANIPUR,B
600,Thoubal,MN-04,22,THOUBAL,THOUBAL,MANIPUR,B
1424,Bishnupur,MN-05,22,BISHNUPUR,BISHNUPUR,MANIPUR,B
1355,East Imphal,MN-06,22,IMPHAL EAST,IMPHAL EAST,MANIPUR,B
1425,Ukhrul,MN-07,22,UKHRUL,UKHRUL,MANIPUR,B
1326,Imphal West,MN-09,22,IMPHAL WEST,IMPHAL WEST,MANIPUR,B
611,Aizawl,MZ-01,23,AIZAWL,AIZAWL,MIZORAM,B
613,Lunglei,MZ-02,23,LUNGSEN,LUNGLEI,MIZORAM,B
612,Saiha,MZ-03,23,SAIHA,SAIHA,MIZORAM,B
1143,Champhai,MZ-04,23,CHAMPHAI,CHAMPHAI,MIZORAM,B
1145,Kolasib,MZ-05,23,KOLASIB,KOLASIB,MIZORAM,B
1146,Serchhip,MZ-06,23,SERCHHIP,SERCHHIP,MIZORAM,B
1149,Lawngtlai,MZ-07,23,LAWNGTLAI,LAWNGTLAI,MIZORAM,B
1150,Mamit,MZ-08,23,MAMIT,MAMMIT,MIZORAM,B
1597,Aizawl Rural,MZ-09,23,AIZAWL,AIZAWL,MIZORAM,B
614,Kohima,NL-01,24,KOHIMA,KOHIMA,NAGALAND,B
615,Mokokchung,NL-02,24,MOKOKCHUNG,MOKOKCHUNG,NAGALAND,B
617,Tuensang,NL-03,24,TUENSANG,TUENSANG,NAGALAND,B
616,Mon,NL-04,24,MON,MON,NAGALAND,B
618,Wokha,NL-05,24,WOKHA,WOKHA,NAGALAND,B
619,Zunheboto,NL-06,24,ZUNHEBOTO,ZUNHEBOTTO,NAGALAND,B
1139,Dimapur,NL-07,24,DIMAPUR,DIMAPUR,NAGALAND,B
1140,Phek,NL-08,24,PHEK,PHEK,NAGALAND,B
1241,Balasore,OD-01,25,BALASORE,BALESHWAR,ODISHA,B
1243,Bhubaneswar,OD-02,25,BHUBANESWAR,KHORDHA,ODISHA,B
1244,Bolangir,OD-03,25,BALANGIR,BALANGIR,ODISHA,B
1245,Chandikhole,OD-04,25,CHANDIKHOLE,JAJPUR,ODISHA,B
1246,Cuttack,OD-05,25,CUTTACK,CUTTACK,ODISHA,B
1247,Dhenkanal,OD-06,25,DHENKANAL,DHENKANAL,ODISHA,B
1249,Ganjam,OD-07,25,GANJAM,GANJAM,ODISHA,B
1252,Kalahandi,OD-08,25,KALAHANDI,KALAHANDI,ODISHA,B
1253,Keonjhar,OD-09,25,KEONJHAR,KENDUJHAR,ODISHA,B
1254,Koraput,OD-10,25,KORAPUT,KORAPUT,ODISHA,B
1255,Mayurbhanj,OD-11,25,MAYURBHANJ,MAYURBHANJ,ODISHA,B
1259,Phulbani,OD-12,25,PHULBANI,KANDHAMAL,ODISHA,B
1260,Puri,OD-13,25,PURI,KHORDHA,ODISHA,B
1262,Rourkela,OD-14,25,ROURKELA,SUNDARGARH,ODISHA,B
1263,Sambalpur,OD-15,25,SAMBALPUR,SAMBALPUR,ODISHA,B
1264,Sundergarh,OD-16,25,RAURKELA,SUNDARGARH,ODISHA,B
1242,Baragarh,OD-17,25,BARGARH,BARGARH,ODISHA,B
1261,Rayagada,OD-18,25,RAYAGADA,RAYAGADA,ODISHA,B
1240,Angul,OD-19,25,ANGUL,ANGUL,ODISHA,B
1248,Gajapati,OD-20,25,GAJAPATINAGAR,GAJAPATI,ODISHA,B
1250,Jagatsinghpur,OD-21,25,JAGATSINGHAPUR,JAGATSINGHPUR,ODISHA,B
1251,Bhadrak,OD-22,25,JAGATSINGHAPUR,JAGATSINGHPUR,ODISHA,B
1256,Jharsuguda,OD-23,25,JHARUPADA,JHARSUGUDA,ODISHA,B
1257,Nabarangpur,OD-24,25,NABARANGAPUR,NABARANGAPUR,ODISHA,B
1258,Nayagarh,OD-25,25,NAYAGARH,JAJPUR,ODISHA,B
1266,Nuapada,OD-26,25,NUAPADA,CUTTACK,ODISHA,B
1267,Boudh,OD-27,25,BOUDH,BOUDH,ODISHA,B
1268,Debagarh,OD-28,25,DEBAGARH,DEBAGARH,ODISHA,B
1270,Kendrapara,OD-29,25,KENDRAPARA,KENDRAPARA,ODISHA,B
1269,Malkangiri,OD-30,25,MALKANGIRI,MALKANGIRI,ODISHA,B
1265,Sonepur,OD-31,25,SONEPUR,SONAPUR,ODISHA,B
1427,Bhanjanagar,OD-32,25,BHANJANAGAR,GANJAM,ODISHA,B
1428,Bhubaneswar-II,OD-33,25,BHUBANESWAR,KHORDHA,ODISHA,B
1429,Jajpur,OD-34,25,JAJPUR,JAJPUR,ODISHA,B
1481,Talcher,OD-35,25,TALCHER,ANGUL,ODISHA,B
621,Balasore,OR-01,25,BALASORE,BALESHWAR,ODISHA,B
623,Bhubaneswar,OR-02,25,KHORDHA,KHORDHA,ODISHA,B
624,Bolangir,OR-03,25,BALANGIR,BALANGIR,ODISHA,B
625,Chandikhole,OR-04,25,CHANDIKHOLE,JAJPUR,ODISHA,B
626,Cuttack,OR-05,25,CUTTACK,CUTTACK,ODISHA,B
627,Dhenkanal,OR-06,25,DHENKANAL,DHENKANAL,ODISHA,B
629,Ganjam,OR-07,25,GANJAM,GANJAM,ODISHA,B
632,Kalahandi,OR-08,25,KALAHANDI,KALAHANDI,ODISHA,B
633,Keonjhar,OR-09,25,KEONJHAR,KENDUJHAR,ODISHA,B
634,Koraput,OR-10,25,KORAPUT,KORAPUT,ODISHA,B
635,Mayurbhanj,OR-11,25,MAYURBHANJ,MAYURBHANJ,ODISHA,B
639,Phulbani,OR-12,25,PHULBANI,KANDHAMAL,ODISHA,B
640,Puri,OR-13,25,PURI,KHORDHA,ODISHA,B
642,Rourkela,OR-14,25,ROURKELA,SUNDARGARH,ODISHA,B
643,Sambalpur,OR-15,25,SAMBALPUR,SAMBALPUR,ODISHA,B
644,Sundergarh,OR-16,25,ROURKELA,SUNDARGARH,ODISHA,B
622,Baragarh,OR-17,25,BARGARH,BARGARH,ODISHA,B
641,Rayagada,OR-18,25,RAYAGADA,RAYAGADA,ODISHA,B
620,Angul,OR-19,25,ANGUL,ANGUL,ODISHA,B
628,Gajapati,OR-20,25,GAJAPATINAGAR,GAJAPATI,ODISHA,B
630,Jagatsinghpur,OR-21,25,JAGATSINGHAPUR,JAGATSINGHPUR,ODISHA,B
631,Bhadrak,OR-22,25,BHADRAK,BHADRAK,ODISHA,B
636,Jharsuguda,OR-23,25,JHARSUGUDA,JHARSUGUDA,ODISHA,B
637,Nabarangpur,OR-24,25,NABARANGAPUR,NABARANGAPUR,ODISHA,B
638,Nayagarh,OR-25,25,NAYAGARH,JAJPUR,ODISHA,B
1154,Nuapada,OR-26,25,NUAPADA,CUTTACK,ODISHA,B
1155,Boudh,OR-27,25,BOUDH,BOUDH,ODISHA,B
1156,Debagarh,OR-28,25,DEBAGARH,DEBAGARH,ODISHA,B
1222,Kendrapara,OR-29,25,KENDRAPARA,KENDRAPARA,ODISHA,B
1158,Malkangiri,OR-30,25,MALKANGIRI,MALKANGIRI,ODISHA,B
1003,Sonepur,OR-31,25,SONAPUR,SONAPUR,ODISHA,B
647,Pondicherry,PY-01,26,PONDICHERRY,PONDICHERRY,PUDUCHERRY U T,B
645,Karaikal,PY-02,26,KARAIKAL,KARAIKAL,PUDUCHERRY U T,B
646,Mahe,PY-03,26,MAHE,MAHE,PUDUCHERRY U T,B
648,Yanam,PY-04,26,YANAM,YANAM,PUDUCHERRY U T,B
1514,Oulgaret,PY-05,26,OZHUKARAI,PONDICHERRY,PUDUCHERRY U T,B
652,Amritsar,PB-02,27,AMRITSAR,AMRITSAR,PUNJAB,B
660,Bathinda,PB-03,27,BATHINDA,BATHINDA,PUNJAB,B
669,Faridkot,PB-04,27,FARIDKOT,FARIDKOT,PUNJAB,B
672,Ferozepur,PB-05,27,FEROZEPUR,FEROZEPUR,PUNJAB,B
675,Gurdaspur,PB-06,27,GURDASPUR,GURDASPUR,PUNJAB,B
676,Hoshiarpur,PB-07,27,HOSHIARPUR,HOSHIARPUR,PUNJAB,B
680,Jalandhar,PB-08,27,JALANDHAR,JALANDHAR,PUNJAB,B
682,Kapurthala,PB-09,27,KAPURTHALA,JALANDHAR,PUNJAB,B
687,Ludhiana,PB-10,27,LUDHIANA,LUDHIANA,PUNJAB,B
701,Patiala,PB-11,27,PATIALA,PATIALA,PUNJAB,B
709,Ropar,PB-12,27,ROPAR,RUPNAGAR,PUNJAB,B
712,Sangrur,PB-13,27,SANGRUR,SANGRUR,PUNJAB,B
650,Ajnala,PB-14,27,AJNALA,AMRITSAR,PUNJAB,B
649,Abohar,PB-15,27,ABOHAR,FIROZPUR,PUNJAB,B
653,Anandpursahib,PB-16,27,ANANDPUR SAHIB,RUPNAGAR,PUNJAB,B
654,Baba Bakala,PB-17,27,BABA BAKALA,AMRITSAR,PUNJAB,B
659,Batala,PB-18,27,BATALA,GURDASPUR,PUNJAB,B
657,Barnala,PB-19,27,BARNALA,BARNALA,PUNJAB,B
656,Balachaur,PB-20,27,BALACHAUR,NAWANSHAHR,PUNJAB,B
664,Dasuya,PB-21,27,DASUA,HOSHIARPUR,PUNJAB,B
671,Fazilka,PB-22,27,FAZILKA,FIROZPUR,PUNJAB,B
670,Fatehgarh Sahib,PB-23,27,FATEHGARH SAHIB,FATEHGARH SAHIB,PUNJAB,B
673,Garh Shanker,PB-24,27,GARHSHANKAR,HOSHIARPUR,PUNJAB,B
677,Jagraon,PB-25,27,JAGRAON,LUDHIANA,PUNJAB,B
685,Khanna,PB-26,27,KHANNA,LUDHIANA,PUNJAB,B
686,Kharar,PB-27,27,KHARAR,RUPNAGAR,PUNJAB,B
688,Malerkotla,PB-28,27,MALERKOTLA,SANGRUR,PUNJAB,B
691,Moga,PB-29,27,MOGA,MOGA,PUNJAB,B
695,Muktsar,PB-30,27,MUKTSAR,MUKTSAR,PUNJAB,B
690,Mansa,PB-31,27,MANSA,MANSA,PUNJAB,B
698,Nawanshahr,PB-32,27,NAWANSHAHR,NAWANSHAHR,PUNJAB,B
697,Nakodar,PB-33,27,NAKODAR,JALANDHAR,PUNJAB,B
696,Nabha,PB-34,27,NABHA,PATIALA,PUNJAB,B
700,Pathankot,PB-35,27,PATHANKOT,GURDASPUR,PUNJAB,B
704,Phagwara,PB-36,27,PHAGWARA SHARKI,KAPURTHALA,PUNJAB,B
705,Phillaur,PB-37,27,PHILLAUR QILLA,JALANDHAR,PUNJAB,B
702,Patti,PB-38,27,PATTI,TARN TARAN,PUNJAB,B
707,Rajpura,PB-39,27,RAJPURA,PATIALA,PUNJAB,B
708,Rampura Phul,PB-40,27,RAMPURA PHUL,BATHINDA,PUNJAB,B
715,Sultanpur Lodhi,PB-41,27,SULTANPUR,KAPURTHALA,PUNJAB,B
710,Samana,PB-42,27,SAMANA,PATIALA,PUNJAB,B
711,Samrala,PB-43,27,SAMRALA,LUDHIANA,PUNJAB,B
716,Sunam,PB-44,27,SUNAM,SANGRUR,PUNJAB,B
717,Talwandi Sabo,PB-45,27,TALWANDI SABO,BATHINDA,PUNJAB,B
718,Tarn Taran,PB-46,27,TARN TARAN,TARN TARAN,PUNJAB,B
719,Zira,PB-47,27,ZIRA,FIROZPUR,PUNJAB,B
651,Amloh,PB-48,27,AMLOH,FATEHGARH SAHIB,PUNJAB,B
684,Khamono,PB-49,27,KHALASPUR,FATEHGARH SAHIB,PUNJAB,B
662,Budhlada,PB-50,27,BUDHLADA,MANSA,PUNJAB,B
681,Jhunir,PB-51,27,JHUNER,MANSA,PUNJAB,B
713,Sardulgarh,PB-51,27,SARDULGARH,MANSA,PUNJAB,B
658,Bassi Pathana,PB-52,27,BASSI PATHANA,FATEHGARH SAHIB,PUNJAB,B
689,Malout,PB-53,27,MALOUT,MUKTSAR,PUNJAB,B
694,Mukerian,PB-54,27,MUKERIAN,HOSHIARPUR,PUNJAB,B
703,Payal,PB-55,27,PAYAL,LUDHIANA,PUNJAB,B
706,Raikot,PB-56,27,RAIKOT,LUDHIANA,PUNJAB,B
661,Bhulath,PB-57,27,BHULATH,KAPURTHALA,PUNJAB,B
665,Dera Baba Nanak,PB-58,27,DERA BABA NANAK,GURDASPUR,PUNJAB,B
668,Dhuri,PB-59,27,DHURI,SANGRUR,PUNJAB,B
674,Gidderbaha,PB-60,27,GIDDARBAHA,MUKTSAR,PUNJAB,B
679,Jalalabad,PB-61,27,JALALABAD,MOGA,PUNJAB,B
678,Jaitu,PB-62,27,JAITU,FARIDKOT,PUNJAB,B
683,Khadoor Sahib,PB-63,27,KHADOOR SAHIB,AMRITSAR,PUNJAB,B
693,Moonak,PB-64,27,MOONAK,SANGRUR,PUNJAB,B
692,Mohali,PB-65,27,MOHALI,MOHALI,PUNJAB,B
699,Nihal Singh Wala,PB-66,27,NIHAL SINGHWALA,MOGA,PUNJAB,B
714,Shahkot,PB-67,27,SHAHKOT,JALANDHAR,PUNJAB,B
667,Dhar Kalan,PB-68,27,DHAR KALAN,GURDASPUR,PUNJAB,B
655,Bagha Purana,PB-69,27,BHAGHA PURANA,MOGA,PUNJAB,B
666,Dera Bassi,PB-70,27,DERA BASSI,MOHALI,PUNJAB,B
1129,Chamkaur Sahib,PB-71,27,CHAMKAUR SAHIB,RUPNAGAR,PUNJAB,B
1132,Patran,PB-72,27,PATRAN,PATIALA,PUNJAB,B
1134,Tappa Mandi,PB-73,27,TAPPA,SANGRUR,PUNJAB,B
1136,Nangal,PB-74,27,NANGAL,GURDASPUR,PUNJAB,B
1137,Lehra,PB-75,27,LEHRA,LUDHIANA,PUNJAB,B
1327,Ahmedgarh,PB-76,27,AHMEDGARH,SANGRUR,PUNJAB,B
1633,Bhikhiwind,PB-88,27,TARN TARAN,TARN TARAN,PUNJAB,B
1634,Amritsar (2),PB-89,27,AMRITSAR,AMRITSAR,PUNJAB,B
1612,Jalandhar,PB-90,27,JALANDHAR,JALANDHAR,PUNJAB,B
1609,Ludhiana East,PB-91,27,LUDHIANA,LUDHIANA,PUNJAB,B
720,Ajmer,RJ-01,28,AJMER,AJMER,RAJASTHAN,B
721,Alwar,RJ-02,28,ALWAR,ALWAR,RAJASTHAN,B
722,Banswara,RJ-03,28,BANSWARA,BANSWARA,RAJASTHAN,B
724,Barmer,RJ-04,28,BARMER,BARMER,RAJASTHAN,B
725,Bharatpur,RJ-05,28,BHARATPUR,BHARATPUR,RAJASTHAN,B
726,Bhilwara,RJ-06,28,BHILWARA,BHILWARA,RAJASTHAN,B
727,Bikaner,RJ-07,28,BIKANER,BIKANER,RAJASTHAN,B
728,Bundi,RJ-08,28,BUNDI,BUNDI,RAJASTHAN,B
729,Chittaurgarh,RJ-09,28,CHITTAURGARH,CHITTORGARH,RAJASTHAN,B
730,Churu,RJ-10,28,CHURU,CHURU,RAJASTHAN,B
732,Dholpur,RJ-11,28,DHOLPUR,DHOLPUR,RAJASTHAN,B
733,Dungarpur,RJ-12,28,DUNGARPUR,DUNGARPUR,RAJASTHAN,B
748,Sri Ganganagar,RJ-13,28,SRIGAGANAGAR,GANGANAGAR,RAJASTHAN,B
734,Jaipur,RJ-14,28,JAIPUR,JAIPUR,RAJASTHAN,B
735,Jaisalmer,RJ-15,28,JAISALMER,JAISALMER,RAJASTHAN,B
736,Jalore,RJ-16,28,JALOR,JALOR,RAJASTHAN,B
737,Jhalawar,RJ-17,28,JHALAWAR,JHALAWAR,RAJASTHAN,B
738,Jhunjhunu,RJ-18,28,JHUNJHUNUN,JHUNJHUNUN,RAJASTHAN,B
739,Jodhpur,RJ-19,28,JODHPUR,JODHPUR,RAJASTHAN,B
740,Kota,RJ-20,28,KOTA,KOTA,RAJASTHAN,B
742,Nagour,RJ-21,28,NAGAUR,NAGAUR,RAJASTHAN,B
743,Pali,RJ-22,28,PALI,PALI,RAJASTHAN,B
746,Sikar,RJ-23,28,SIKAR,SIKAR,RAJASTHAN,B
747,Sirohi,RJ-24,28,SIROHI,SIROHI,RAJASTHAN,B
745,Sawaimadhopur,RJ-25,28,SAWAI MADHOPUR,SAWAI MADHOPUR,RAJASTHAN,B
749,Tonk,RJ-26,28,TONK,TONK,RAJASTHAN,B
750,Udaipur,RJ-27,28,UDAIPUR,UDAIPUR,RAJASTHAN,B
723,Baran,RJ-28,28,BARAN,BHILWARA,RAJASTHAN,B
731,Dausa,RJ-29,28,DAUSA KHURD,DAUSA,RAJASTHAN,B
744,Rajsamand,RJ-30,28,RAJSAMAND,RAJSAMAND,RAJASTHAN,B
957,Hanumangarh,RJ-31,28,HANUMANGARH,HANUMANGARH,RAJASTHAN,B
741,Kotputli,RJ-32,28,KOTPUTLI,JAIPUR,RAJASTHAN,B
1116,Ramganj Mandi,RJ-33,28,RAMGANJ MANDI,KOTA,RAJASTHAN,B
1117,Karauli,RJ-34,28,KARAULI,KARAULI,RAJASTHAN,B
1023,Pratapgarh,RJ-35,28,PRATAPGARH,CHITTORGARH,RAJASTHAN,B
969,Beawar,RJ-36,28,BEAWAR,AJMER,RAJASTHAN,B
1118,Didwana,RJ-37,28,DIDWANA,NAGAUR,RAJASTHAN,B
1121,Rawatbhata,RJ-38,28,RAWABHATTA,CHITTORGARH,RAJASTHAN,B
1492,Abu Road,RJ-38,28,ABU ROAD,SIROHI,RAJASTHAN,B
1328,Balotra,RJ-39,28,BALOTRA,BARMER,RAJASTHAN,B
1277,Bhiwadi,RJ-40,28,BHIWADI,ALWAR,RAJASTHAN,B
1308,Chomu,RJ-41,28,CHOMU,JAIPUR,RAJASTHAN,B
1329,Kishangarh,RJ-42,28,KISHANGARH,AJMER,RAJASTHAN,B
1330,Phalodi,RJ-43,28,PHALODI,JODHPUR,RAJASTHAN,B
1331,Sujangarh,RJ-44,28,SUJANGARH,CHURU,RAJASTHAN,B
1347,"Vidhyadhar Nagar,",RJ-45,28,JAIPUR,JAIPUR,RAJASTHAN,B
1332,Bhinmal,RJ-46,28,BHINMAL,JALOR,RAJASTHAN,B
1370,Dudu,RJ-47,28,DUDU,JAIPUR,RAJASTHAN,B
1371,Kekri,RJ-48,28,KEKRI,AJMER,RAJASTHAN,B
1372,Nohar,RJ-49,28,NOHAR,HANUMANGARH,RAJASTHAN,B
1373,Nokha,RJ-50,28,NOKHA,BIKANER,RAJASTHAN,B
1374,Shahpura,RJ-51,28,SHAHPURA,BHILWARA,RAJASTHAN,B
1344,Shahpura,RJ-52,28,SHAHPURA,JAIPUR,RAJASTHAN,B
1637,Khetri,RJ-53,28,JHUNJHUNUN,JHUNJHUNUN,RAJASTHAN,B
751,Gangtok,SK-01,29,GANGTOK,EAST SIKKIM,SIKKIM,B
752,"Gyalshing, West Sikkim",SK-02,29,GYALSHING,WEST SIKKIM,SIKKIM,B
753,"Mangan, North Sikkim",SK-03,29,MANGAN,NORTH SIKKIM,SIKKIM,B
